Artist_and_Track_Name,All_Streams,Position
"Moira Dela Torre - Torete - From ""Love You to the Stars And Back""",14187128,611
José Feliciano - Feliz Navidad,14179865,612
Panic! At The Disco - Death Of A Bachelor,14124108,613
Calvin Harris - Heatstroke,14093498,614
PNL - Jusqu'au dernier gramme,14074038,615
A Boogie Wit da Hoodie - Say A',14029320,616
Francesco Gabbani - Occidentali's Karma - Radio Edit,14022071,617
Moonstar88 - Migraine,14004791,618
Benash - Ghetto,14002052,619
Thalía - Desde Esa Noche,13955459,620
BTS - MIC Drop (feat. Desiigner) [Steve Aoki Remix],13939789,621
Justin Bieber - Mistletoe,13935158,622
Kodak Black - There He Go,13872758,623
Robin Schulz - I Believe I'm Fine,13857826,624
Justin Bieber - Sorry,13822093,625
Niska - Tuba Life,13807472,626
Taylor Swift - End Game,13794067,627
Nevada - The Mack,13791092,628
Rombai - Una y Otra Vez,13784939,629
Nimo - Wie Falco,13779152,630
Ariana Grande - 美女と野獣,13747012,631
Kungs - This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,13737671,632
Thegiornalisti - Riccione,13720867,633
J. Cole - Wet Dreamz,13674729,634
Lil Uzi Vert - 444+222,13644506,635
Nekfeu - Mauvaise graine,13610654,636
Bonez MC - Palmen aus Gold,13594600,637
DJ Khaled - To the Max,13567553,638
LANY - ILYSB,13540268,639
Ninho - De l'autre côté (feat. Nekfeu),13537885,640
J. Cole - Immortal,13529691,641
Gucci Mane - Tone it Down (feat. Chris Brown),13458718,642
Vidar Villa - One Night Stand,13458053,643
Jax Jones - Instruction (feat. Demi Lovato & Stefflon Don),13454128,644
N.E.R.D - Lemon,13428364,645
Paul McCartney - Wonderful Christmastime - Remastered 2011 / Edited Version,13401007,646
LANCO - Greatest Love Story,13399442,647
Hornet La Frappe - Gramme 2 peuf,13390697,648
A$AP Mob - RAF,13388343,649
Zara Larsson - TG4M,13372861,650
Ed Sheeran - Bibia Be Ye Ye,13343863,651
Drake - Nothings Into Somethings,13293651,652
The Chainsmokers - Roses,13278379,653
Vince Guaraldi Trio - Christmas Time Is Here - Vocal,13250237,654
Damso - Α. Nwaar Is The New Black,13205258,655
Travis Scott - Antidote,13128133,656
Drake - Glow,13127577,657
RAF Camora - Andere Liga,13111374,658
Nat King Cole - The Christmas Song (Merry Christmas To You),13083372,659
Niska - Chasse à l'homme,13066023,660
Taylor Swift - Call It What You Want,13045999,661
Daryl Ong - Stay - On the Wings of Love Teleserye Theme,13018514,662
Mano Arriba - La Noche No Es para Dormir,12929096,663
Felix Jaehn - Feel Good,12918332,664
Coez - Faccio un casino,12887002,665
Welshly Arms - Legendary,12841134,666
Trippie Redd - Bust Down,12777947,667
Ed Sheeran - Save Myself,12728350,668
Hornet La Frappe - Je pense à toi,12698525,669
A Boogie Wit da Hoodie - Undefeated (feat. 21 Savage),12695431,670
Lil Uzi Vert - Dark Queen,12657609,671
Astrid S - Think Before I Talk,12626933,672
Migos - Call Casting,12591856,673
Silent Sanctuary - Sa'yo,12567524,674
Damso - B. #QuedusaalVie,12469326,675
Sofiane - Tout l'monde s'en fout,12454718,676
Niska - B.O.C,12431272,677
Lil Uzi Vert - Do What I Want,12408402,678
Liam Payne - Bedroom Floor,12378074,679
Orelsan - Basique,12374180,680
Bonez MC - Mörder,12366759,681
Ali Bumaye - Sex ohne Grund,12365195,682
Cali Y El Dandee - Lumbra,12342366,683
Drake - Lose You,12303554,684
Pentatonix - Hallelujah,12300624,685
Ghali - Ricchi Dentro,12293813,686
Cashmere Cat - Trust Nobody (feat. Selena Gomez & Tory Lanez),12207687,687
Sebastian Yatra - Traicionera - Remix,12181523,688
Frank Ocean - Chanel,12179167,689
Elvis Presley - Blue Christmas,12109954,690
Ghali - Ninna Nanna,12074673,691
MHD - Afro Trap Pt. 7 (La puissance),12065007,692
RAF Camora - Alles probiert,12053732,693
Ozuna - Bebe (feat. Anuel AA),11996616,694
Harry Styles - Sweet Creature,11978613,695
Old Dominion - No Such Thing as a Broken Heart,11956729,696
Jesse & Joy - 3 A.M.,11936430,697
Gucci Mane - Both (feat. Drake & Lil Wayne) - Remix,11908700,698
Astrid S - Such A Boy,11869503,699
Niska - Medellín,11864576,700
Dadju - Reine,11859553,701
"Sarah Geronimo - Maybe This Time - From ""Maybe This Time""",11834993,702
Kontra K - Soldaten 2.0,11816313,703
Dosseh - Infréquentables,11804618,704
Flume - Never Be Like You,11748236,705
Passenger - Let Her Go,11726215,706
Maite Perroni - Loca (feat. Cali Y El Dandee),11704055,707
Fabio Rovazzi - Volare,11651167,708
Amanda - Blau,11627635,709
Drake - Skepta Interlude,11627379,710
Adele - Send My Love (To Your New Lover),11610876,711
Reik - Ya Me Enteré (feat. Nicky Jam) - Urban Version,11599222,712
"Bad Bunny - Soy Peor Remix (feat. J Balvin, Ozuna & Arcangel)",11579537,713
Camila Cabello - Never Be the Same,11570055,714
DJ Snake - Middle,11528956,715
XXXTENTACION - Depression & Obsession,11514869,716
Mykola Dmytrovych Leontovych - Carol of the Bells,11460424,717
Kanye West - Father Stretch My Hands Pt. 1,11441032,718
Sam Smith - I'm Not The Only One,11428964,719
21 Savage - Rap Saved Me,11426103,720
Vianney - Je m'en vais,11404453,721
The Chainsmokers - It Won't Kill Ya,11357142,722
Julie Anne San Jose - Let Me Be the One,11351512,723
Kaaris - Tchoin,11299438,724
Bing Crosby - Winter Wonderland,11296737,725
Anita Kerr Singers - Jingle Bell Rock,11272388,726
SXTN - Von Party zu Party,11255311,727
Dardan - Telefon,11185863,728
Perry Como - It's Beginning to Look a Lot Like Christmas,11182451,729
Drake - Since Way Back,11172590,730
Ghali - Pizza Kebab,11134644,731
Florida Georgia Line - May We All,11091504,732
Dawin - Jumpshot,11085580,733
XXXTENTACION - Look at Me!,11085193,734
Lil Uzi Vert - Neon Guts (feat. Pharrell Williams),11066483,735
Chance The Rapper - Same Drugs,11061103,736
Coldplay - Hymn For The Weekend - Seeb Remix,11056216,737
Demi Lovato - Tell Me You Love Me,11027956,738
James Bay - Let It Go,11023557,739
Capo Plaza - Allenamento #2,11012014,740
MYMP - Tell Me Where It Hurts,10996233,741
James Arthur - Can I Be Him,10990691,742
Lorenzo - Fume à fond,10947457,743
Astrid S - Breathe,10939468,744
Yandel - Como Antes,10922660,745
Kontra K - Mehr als ein Job,10816667,746
DJ Esco - Too Much Sauce,10815797,747
Lorde - Homemade Dynamite,10803521,748
PNL - Naha,10798788,749
Reino Nordin - Antaudun,10785372,750
LANY - ILYSB - STRIPPED,10751026,751
Matoma - Party On The West Coast (feat. Snoop Dogg),10743465,752
Milky Chance - Cocoon,10732560,753
Fall Out Boy - The Last Of The Real Ones,10726186,754
DNCE - Cake By The Ocean,10716647,755
Zay Hilfigerrr - Juju On That Beat (TZ Anthem),10632678,756
Eartha Kitt - Santa Baby,10599429,757
Jason Mraz - I'm Yours,10598026,758
"Tyler, The Creator - 911 / Mr. Lonely",10593142,759
Mano Arriba - Llamame Mas Temprano,10568865,760
Machine Gun Kelly - Trap Paris (feat. Quavo & Ty Dolla $ign),10561209,761
Lana Del Rey - Love,10532460,762
Bushido - Papa,10488529,763
Troye Sivan - YOUTH,10343538,764
Dabs - Ouloulou,10319389,765
Axwell /\ Ingrosso - I Love You,10309040,766
Billy Currington - Do I Make You Wanna,10308162,767
Gzuz - 10 Jahre,10268497,768
Enrique Iglesias - DUELE EL CORAZON,10263250,769
Coez - Le luci della città,10240668,770
"Daya - Sit Still, Look Pretty",10237559,771
Anitta - Downtown,10231714,772
Big Sean - Go Legend (& Metro Boomin),10219525,773
Freestyle - Before I Let You Go,10204803,774
Sadek - Madre mia (feat. Ninho),10200639,775
Future - I'm so Groovy,10197294,776
Piso 21 - Déjala Que Vuelva (feat. Manuel Turizo),10163923,777
CHANO - Carnavalintro,10132986,778
Little Mix - Shout Out to My Ex,10107214,779
"Florida Georgia Line - God, Your Mama, And Me",10097024,780
Sia - Move Your Body - Alan Walker Remix,10093537,781
Cheat Codes - Sex,10090100,782
Lil Peep - Save That Shit,10053316,783
Nico Santos - Rooftop,10050708,784
Kygo - Kids in Love,10046939,785
Deeperise - Raf,10010663,786
David Guetta - Would I Lie To You - Radio Edit,9972565,787
Meghan Trainor - Like I'm Gonna Lose You,9920977,788
Adel Tawil - Ist da jemand,9910709,789
Jory Boy - No Te Hagas,9905145,790
South Border - Rainbow,9855274,791
David Guetta - Dirty Sexy Money (feat. Charli XCX & French Montana),9842119,792
Takagi & Ketra - L'esercito del selfie,9804710,793
Chris Rea - Driving Home For Christmas,9788783,794
Chuck Berry - Run Rudolph Run - Single Version,9783574,795
Piolo Pascual - Paano Ba Ang Magmahal,9738381,796
Lauv - Easy Love,9725285,797
Kollegah - Sturmmaske Auf [Intro],9724742,798
Josh Turner - Hometown Girl,9703651,799
Shade - Bene ma non benissimo,9669864,800
Lorde - Homemade Dynamite - REMIX,9666275,801
Ne-Yo - So Sick,9665411,802
Nekfeu - Saturne,9660447,803
Oasis - Wonderwall - Remastered,9637328,804
21 Savage - My Choppa Hate Niggas,9634023,805
Carlos Baute - Ando buscando,9627829,806
Nina - Someday,9605620,807
Capo Plaza - Giovane Fuoriclasse,9560581,808
Sofiane - Mon p'tit loup,9554706,809
Kendrick Lamar - m.A.A.d city,9539128,810
Big Sean - Halfway Off The Balcony,9515639,811
De La Ghetto - La Formula (feat. Chris Jeday),9510139,812
Kontra K - Diamanten,9472083,813
Lacrim - Oh bah oui,9458397,814
J-AX - Assenzio,9457103,815
Howie Day - Collide - Acoustic Version,9454699,816
Big Sean - Sacrifices,9451643,817
MØ - Final Song,9449873,818
LP - Lost on You,9376573,819
R3HAB - I Just Can't,9368946,820
Kollegah - Gamechanger,9328671,821
AK Ausserkontrolle - Jim Beam & Voddi,9289662,822
Rihanna - Take A Bow - Main,9274216,823
Dimitri Vegas & Like Mike - Hey Baby,9265315,824
Cardi B - Bartier Cardi (feat. 21 Savage),9219400,825
Trettmann - Gottseidank,9187589,826
The Goo Goo Dolls - Iris,9178373,827
Galantis - Love On Me,9165984,828
Adel Tawil - Bis hier und noch weiter,9165857,829
Charlie Charles - Bimbi,9155810,830
DJ Khaled - Shining,9143044,831
South Border - With a Smile,9132876,832
Aleyna Tilki - Sen Olsan Bari,9123814,833
Regi - Should Have Been There,9120260,834
Ødyssey - Fly (feat. Amara Abonta),9106250,835
6cyclemind - Prinsesa,9104885,836
Nekfeu - Squa,9097703,837
Kungs - I Feel So Bad,9090426,838
Jesse McCartney - Beautiful Soul,9071193,839
Antti Tuisku - Rahan takii,9051519,840
Gue Pequeno - Milionario,9050071,841
"Mike WiLL Made-It - Gucci On My (feat. 21 Savage, YG & Migos)",9046555,842
Freestyle - So Slow,9044948,843
Luciano - Jäger,9044389,844
XXXTENTACION - Save Me,9023071,845
Drake - Pop Style,9019656,846
Christina Perri - A Thousand Years,9010489,847
Maroon 5 - Help Me Out (with Julia Michaels),8995675,848
Little Mix - Secret Love Song,8962102,849
The Script - The Man Who Can't Be Moved,8955674,850
Bigflo & Oli - Dommage,8896140,851
The Script - Breakeven,8871773,852
Alonzo - Suis-moi,8842435,853
Ozuna - Me Ama Me Odia,8838586,854
Sud - Di Makatulog,8838194,855
Ufo361 - Der Pate,8823861,856
Duki - She Don't Give a FO (feat. Khea),8818704,857
Lifehouse - You And Me,8780030,858
Capital Bra - Na Na Na,8772666,859
KREAM - Taped Up Heart (feat. Clara Mae),8742855,860
Moira Dela Torre - Titibo-Tibo,8738164,861
Revol - Caile (feat. Zion & De La Ghetto),8735079,862
Madman - Veleno 6,8730645,863
Gente De Zona - La Gozadera,8724791,864
KeBlack - Bazardée,8723527,865
Orelsan - Défaite de famille,8693417,866
Arcangel - Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),8684901,867
MHD - Afro Trap Pt. 8 (Never),8646877,868
Reik - Qué Gano Olvidándote - Versión Urbana,8610916,869
Robin - Hula Hula,8609279,870
Disturbed - The Sound Of Silence,8576938,871
Jona - You,8572881,872
Daddy Yankee - Hula Hoop,8543306,873
Duki - Hello Cotto,8521747,874
Niska - Story X,8519962,875
Sebastian Yatra - SUTRA,8514533,876
Damso - Ζ. Kietu,8487335,877
Prince Royce - Deja vu,8456602,878
Ninho - Rose,8415620,879
Mert - Ajajaj,8411401,880
Burl Ives - Rudolph The Red-Nosed Reindeer,8402225,881
Benji & Fede - Tutto per una ragione (feat. Annalisa),8393336,882
Hale - The Day You Said Goodnight - Acoustic Version,8382205,883
Møme - Aloha,8381737,884
Manuel Turizo - Una Lady Como Tú - Remix,8377555,885
Russ - Me You,8374035,886
ALMA - Dye My Hair,8364607,887
Capo Plaza - Allenamento #3,8336764,888
Wincent Weiss - Feuerwerk,8334280,889
Brytiago - Netflixxx,8330179,890
Sfera Ebbasta - Visiera A Becco,8315423,891
Loïc Nottet - Million Eyes,8313949,892
Sitti - Para Sa Akin,8308819,893
Marc E. Bassy - You & Me,8304767,894
VÉRITÉ - Somebody Else,8255926,895
Zara Larsson - Lush Life,8238724,896
Silent Sanctuary - Meron Nang Iba,8186017,897
Mura Masa - Love$ick,8168975,898
LOAN - No Llores,8167645,899
Lacrim - Grande armée,8137320,900
Krissy - We Can't Be,8116300,901
Drake - Still Here,8116134,902
Big Sean - Pull Up N Wreck (With Metro Boomin),8109843,903
Booba - DKR,8109125,904
Tedua - Wasabi 2.0,8104387,905
Noah Cyrus - Again,8094620,906
Ozuna - No Quiere Enamorarse (Remix) [feat. Daddy Yankee],8091800,907
Extreme - More Than Words,8080016,908
Jeremih - oui,8065226,909
Beginner - Ahnma,8059813,910
Trey Songz - Nobody Else But You,8051830,911
Desiigner - Outlet,8040814,912
Celo & Abdi - Rhythm n' Flouz,8033951,913
Mikael Gabriel - Liikaa Sussa Kii,7958231,914
Julia Michaels - Uh Huh,7917887,915
Nause - Dynamite (feat. Pretty Sister),7913769,916
Jul - Ma jolie,7906408,917
Hale - Kung Wala Ka,7900961,918
Alonzo - Papa allo,7855745,919
Cosculluela - Si Me Dices Que Si (feat. Nicky Jam),7851078,920
Evelina - Kylmii Väreitä,7849173,921
Capo - Komm wir chillen (feat. Yonii & Bausa) - Bonustrack,7848292,922
G-Eazy - Sober,7846712,923
Ninho - Elle m'a eu,7839856,924
Bag Raiders - Shooting Stars,7836005,925
Maluma - Sin Contrato,7809840,926
Haloo Helsinki! - Hulluuden Highway,7804085,927
JOWST - Grab The Moment,7768727,928
Gigolo Y La Exce - Sexto Sentido (feat. Bad Bunny),7760953,929
Calum Scott - Dancing On My Own,7750941,930
Eminem - Believe,7733255,931
The Lumineers - Ophelia,7727794,932
Lana Del Rey - Lust for Life (with The Weeknd),7716289,933
The Pussycat Dolls - Stickwitu,7709681,934
Booba - Nougat,7700077,935
Kanye West - Famous,7691024,936
Camila Cabello - Real Friends,7687449,937
Lorde - Liability,7686030,938
DNCE - Kissing Strangers,7672413,939
Vanessa Carlton - A Thousand Miles,7663536,940
Marama - Pasarla Bien,7629923,941
Keith Urban - Blue Ain't Your Color,7628297,942
"Morissette Amon - Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",7608627,943
Linda Vidala - Bængshot,7605680,944
Capo - Mon Chéri,7598607,945
Helene Fischer - Herzbeben,7588485,946
Lacrim - Ce soir ne sors pas,7588113,947
Lil Uzi Vert - UnFazed (feat. The Weeknd),7571186,948
Rim'K - Cellophané,7562082,949
Morgan Sulele - Høyt over Oslo,7540590,950
Orelsan - Tout va bien,7540016,951
Bad Bunny - Me Mata,7538754,952
Bonez MC - Glaub mir,7504632,953
Katharine McPhee - Terrified,7491513,954
Jericho Rosales - Pusong Ligaw,7475289,955
The Calling - Wherever You Will Go,7475007,956
Bad Bunny - Tu No Metes Cabra,7470795,957
Major Lazer - Lean On (feat. MØ & DJ Snake),7454412,958
James Arthur - Naked,7453939,959
"Judy Garland - Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",7445515,960
Paramore - Hard Times,7426061,961
Drake - Hotline Bling,7395765,962
Bonez MC - Atramis,7393770,963
Eminem - Rap God,7385917,964
Taylor Swift - Delicate,7381884,965
PNL - DA,7377733,966
Prinz Pi - Letzte Liebe,7373230,967
Maroon 5 - She Will Be Loved - Radio Mix,7359900,968
Thomas Gold - Magic,7347804,969
Cro - unendlichkeit - Main Edit,7340216,970
The Weeknd - True Colors,7330458,971
Veysel - Yakuza,7329743,972
Lacrim - Traîtres,7322059,973
Marama - Noche Loca,7320358,974
Antti Tuisku - Hanuri (feat. Boyat),7300045,975
Dame 5 - Baila Morena,7294109,976
Vegas Jones - Yankee Candle,7266992,977
Damso - Κ. Kin la belle,7245405,978
Trippie Redd - Dark Knight Dummo (Feat. Travis Scott),7204893,979
Portion Boys - Karjala Takas,7190026,980
"Tyler, The Creator - See You Again",7180261,981
Coez - E yo mamma,7174875,982
Juris - A Love To Last A Lifetime,7174762,983
PA Sports - Sie will,7162710,984
Edis - Çok Çok,7158632,985
Nicky Jam - Hasta el Amanecer,7150793,986
JVG - Sitä säät mitä tilaat (feat. Ellinoora),7141320,987
Felix Jaehn - Bonfire,7135310,988
Bonez MC - Skandale,7135074,989
The Beach Boys - Little Saint Nick,7133416,990
Veysel - Bargeld,7127746,991
Fabri Fibra - Stavo Pensando A Te,7116320,992
Zion & Lennox - Mi Tesoro (feat. Nicky Jam),7113017,993
Loote - High Without Your Love,7105101,994
JVG - Älä jätä roikkuu,7095562,995
Boyzone - When You Say Nothing At All,7084454,996
Rkomi - Milano Bachata,7055707,997
Azzi Memo - AMG2,7052027,998
Gue Pequeno - Relaxxx,7049050,999
Sigrid - Don't Kill My Vibe,7017782,1000
John Mayer - Your Body Is a Wonderland,7005465,1001
Plumbo - Bade naken,6996783,1002
Farruko - Diabla - Official Remix,6992922,1003
Miami Yacine - Montpellier,6986010,1004
Juanes - Fuego,6975398,1005
Bobby Helms - Jingle Bell Rock,6970588,1006
Zuna - Cazal,6960273,1007
Sfera Ebbasta - Notti,6950615,1008
Feder - Lordly (feat. Alex Aiono),6947137,1009
Zuna - Kartell (feat. Azet & Nash),6932489,1010
PNL - Dans la légende,6929268,1011
Marteria - Das Geld muss weg,6917596,1012
SXTN - Bongzimmer,6915630,1013
Ninho - Caramelo,6896017,1014
Damso - Paris c'est loin,6895577,1015
Vigiland - Friday Night,6884622,1016
Dean Martin - Silver Bells,6877630,1017
Luciano - Vorankommen,6875066,1018
Grey - I Miss You,6871069,1019
Ozuna - Quiero Repetir,6867050,1020
Vegas Jones - Trankilo,6857978,1021
Jason Mraz - Lucky,6839511,1022
MadeinTYO - Skateboard P,6804447,1023
Kollegah - Ave Maria,6796310,1024
Freddy Kalas - Jovial,6786009,1025
Damso - Δ. Dieu ne ment jamais,6783984,1026
Caparezza - Ti Fa Stare Bene,6771176,1027
Ryan Cabrera - TRUE,6755468,1028
Ufo361 - Für die Gang,6753682,1029
Mano Arriba - El Equivocado,6740740,1030
Luciano - Hawaii,6731115,1031
Achille Lauro - Ulalala,6728816,1032
A Boogie Wit da Hoodie - Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),6725402,1033
Sadek - Dans la lune,6723660,1034
J-AX - Sconosciuti da una vita,6719013,1035
Christian Bautista - The Way You Look At Me,6718756,1036
J-AX - Piccole cose,6712523,1037
Izi - Wild Bandana,6710055,1038
Ariana Grande - Almost Is Never Enough,6709838,1039
